time	V(vrec)
7.007910231418205e-006	-3.796209e-003
7.009506566085845e-006	-3.805793e-003
7.010887625321596e-006	-3.814100e-003
7.012033547223666e-006	-3.821003e-003
7.012922200662661e-006	-3.826364e-003
7.013051664519848e-006	-3.827145e-003
7.013310592234221e-006	-3.828708e-003
7.013466391754880e-006	-3.829649e-003
7.013591601109212e-006	-3.830405e-003
7.013625830908940e-006	-3.830612e-003
7.013660060708669e-006	-3.830819e-003
7.013694290508397e-006	-3.831025e-003
7.013728520308126e-006	-3.831232e-003
7.013762750107854e-006	-3.831439e-003
7.013796979907583e-006	-3.831646e-003
7.013831209707311e-006	-3.831852e-003
7.013903705340696e-006	-3.832291e-003
7.013930074771007e-006	-3.832450e-003
7.013956444201319e-006	-3.832609e-003
7.013982813631629e-006	-3.832769e-003
7.014009183061941e-006	-3.832928e-003
7.014035552492252e-006	-3.833087e-003
7.014061921922563e-006	-3.833247e-003
7.014088291352874e-006	-3.833406e-003
7.014119548550436e-006	-3.833595e-003
7.014150805747998e-006	-3.833784e-003
7.014182062945559e-006	-3.833973e-003
7.014213320143121e-006	-3.834162e-003
7.014244577340683e-006	-3.834351e-003
7.014275834538245e-006	-3.834539e-003
7.014307091735806e-006	-3.834728e-003
7.014553502478786e-006	-3.836218e-003
7.014790911560792e-006	-3.837654e-003
7.015032482320825e-006	-3.839115e-003
7.015321616812061e-006	-3.840865e-003
7.015899885794532e-006	-3.844367e-003
7.016717011941338e-006	-3.849319e-003
7.017586153568264e-006	-3.854593e-003
7.018634664517192e-006	-3.860962e-003
7.019857058895714e-006	-3.868398e-003
7.021498002287176e-006	-3.878398e-003
7.023192754813588e-006	-3.888747e-003
7.025810065281125e-006	-3.904773e-003
7.028540505561163e-006	-3.921547e-003
7.031896859583196e-006	-3.942243e-003
7.035566131377867e-006	-3.964967e-003
7.040779617219937e-006	-3.997430e-003
7.046760081463598e-006	-4.034923e-003
7.049089128991430e-006	-4.049599e-003
7.051418176519263e-006	-4.064316e-003
7.053747224047095e-006	-4.079075e-003
7.056076271574928e-006	-4.093876e-003
7.058405319102760e-006	-4.108718e-003
7.060734366630593e-006	-4.123602e-003
7.063063414158425e-006	-4.138527e-003
7.066816923465066e-006	-4.162663e-003
7.070570432771708e-006	-4.186909e-003
7.074323942078350e-006	-4.211265e-003
7.078077451384991e-006	-4.235731e-003
7.081830960691632e-006	-4.260308e-003
7.085584469998274e-006	-4.284995e-003
7.089337979304916e-006	-4.309793e-003
7.095587612958097e-006	-4.351328e-003
7.101837246611278e-006	-4.393180e-003
